id,target
9477,0
9478,0
9479,1
9483,1
9487,0
9494,0
9497,1
9498,1
9506,0
9512,1
9514,1
9515,1
9516,0
9517,1
9518,0
9521,0
9523,0
9527,0
9528,0
9530,1
9532,1
9534,1
9535,0
9536,1
9543,0
9544,0
9545,1
9546,0
9549,0
9558,0
9560,1
9561,1
9570,0
9573,0
9578,1
9584,0
9587,0
9588,1
9599,1
9601,1
9604,1
9614,0
9615,0
9621,0
9622,1
9623,0
9624,0
9626,0
9628,0
9630,0
9631,0
9633,0
9635,0
9637,0
9641,0
9647,0
9648,0
9649,0
9658,1
9662,1
9668,0
9671,1
9676,1
9677,0
9679,1
9682,0
9685,1
9689,0
9692,1
9693,0
9694,0
9696,1
9700,0
9711,1
9713,0
9720,0
9721,1
9725,0
9726,1
9727,0
9735,1
9740,1
9742,1
9743,0
9747,1
9748,1
9751,1
9758,0
9767,1
9768,1
9773,0
9777,1
9781,1
9784,0
9786,1
9789,1
9792,0
9793,1
9798,1
9799,0
9802,0
9803,0
9804,1
9805,0
9807,0
9809,0
9811,0
9814,0
9817,1
9821,0
9824,0
9825,1
9827,1
9839,1
9840,0
9843,1
9844,1
9845,1
9847,1
9848,1
9851,1
9852,1
9855,1
9856,0
9863,0
9867,0
9871,0
9876,0
9879,0
9882,0
9891,1
9892,0
9893,0
9895,1
9899,0
9900,1
9902,1
9903,0
9904,1
9908,0
9913,0
9914,1
9917,1
9922,1
9924,0
9926,1
9927,1
9928,1
9929,0
9936,1
9939,0
9947,1
9951,1
9954,0
9956,0
9957,1
9959,0
9962,1
9964,0
9966,0
9968,1
9969,1
9970,1
9975,0
9977,1
9981,0
9993,1
9996,0
9997,0
9999,0
10002,0
10007,0
10015,0
10019,0
10022,1
10024,1
10026,1
10033,1
10043,0
10046,0
10051,0
10053,0
10062,1
10063,0
10065,0
10068,0
10078,0
10086,1
10094,0
10095,0
10096,0
10097,0
10103,0
10104,1
10108,1
10122,0
10123,0
10128,0
10131,0
10133,0
10134,0
10135,0
10145,1
10148,0
10154,0
10155,0
10158,1
10160,1
10161,1
10162,0
10165,1
10166,1
10167,1
10170,1
10178,1
10180,1
10181,1
10185,0
10188,1
10190,1
10196,1
10200,0
10205,1
10211,1
10216,1
10219,1
10221,1
10225,0
10227,1
10228,0
10230,0
10232,0
10233,0
10235,1
10238,0
10240,0
10242,0
10248,0
10254,0
10257,0
10261,0
10262,0
10266,0
10267,1
10271,0
10277,0
10279,0
10281,1
10282,0
10285,0
10292,0
10298,0
10300,0
10309,0
10311,1
10312,0
10319,0
10324,1
10326,0
10328,0
10343,1
10346,0
10347,1
10353,0
10354,0
10356,0
10357,0
10362,0
10363,1
10370,0
10373,1
10386,1
10388,0
10389,0
10391,0
10397,0
10400,0
10403,0
10404,0
10408,0
10417,0
10425,0
10435,0
10437,0
10438,0
10440,0
10442,0
10447,0
10452,0
10453,0
10454,0
10459,0
10460,0
10463,0
10465,0
10469,0
10474,0
10475,0
10476,0
10477,0
10480,0
10491,0
10493,0
10494,0
10495,0
10497,0
10501,0
10504,0
10507,0
10509,0
10510,0
10512,0
10514,1
10526,0
10528,0
10530,0
10531,0
10532,0
10538,1
10539,1
10542,1
10547,1
10549,1
10556,1
10569,0
10572,0
10577,1
10579,1
10586,0
10594,1
10595,1
10597,1
10602,0
10604,1
10614,0
10617,0
10618,1
10619,1
10624,0
10633,0
10634,0
10635,0
10638,0
10639,0
10642,1
10643,0
10645,0
10646,0
10649,0
10652,1
10653,0
10654,0
10661,0
10664,1
10668,0
10670,0
10674,0
10683,0
10694,0
10697,0
10699,0
10701,0
10703,0
10713,0
10714,0
10716,0
10717,1
10719,1
10725,0
10728,0
10734,1
10738,0
10740,0
10742,0
10756,0
10757,0
10758,0
10761,0
10762,0
10773,0
10778,0
10781,0
10791,0
10792,0
10796,0
10797,0
10801,1
10804,0
10806,0
10807,1
10816,0
10820,0
10828,0
10836,0
10838,0
10845,0
10856,0
10857,1
10858,1
10861,1
10865,0
10868,0
10874,1
10875,0
